1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
1.0000  0.9998  1.0000  1.0000  1.0000  0.9998  1.0000  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9996  1.0000  0.9998  1.0000  1.0000  1.0000  0.9996
0.9995  0.9998  1.0000  0.9996  1.0000  0.9991  0.9998  1.0000  1.0000  0.9998
0.9998  0.9998  0.9998  0.9995  1.0000  0.9993  0.9996  1.0000  1.0000  0.9996
0.9993  0.9998  0.9996  0.9991  0.9998  0.9993  0.9998  1.0000  0.9995  0.9998
0.9993  0.9998  0.9998  0.9989  0.9993  0.9987  0.9993  0.9995  0.9993  0.9996
0.9991  0.9993  0.9996  0.9982  0.9991  0.9987  0.9989  0.9993  0.9991  0.9989
0.9984  0.9985  0.9985  0.9984  0.9985  0.9982  0.9975  0.9985  0.9987  0.9985
0.9971  0.9980  0.9982  0.9978  0.9982  0.9980  0.9976  0.9973  0.9971  0.9982
0.9971  0.9978  0.9973  0.9978  0.9980  0.9967  0.9969  0.9965  0.9975  0.9976
0.9956  0.9042  0.9080  0.9000  0.9062  0.9069  0.9062  0.9058  0.9022  0.9064
0.9947  0.9967  0.9964  0.9964  0.9967  0.9964  0.9951  0.9945  0.9947  0.9965
0.9945  0.9958  0.9951  0.9955  0.9964  0.9951  0.9945  0.9935  0.9942  0.9958
0.9931  0.9955  0.9942  0.9945  0.9944  0.9936  0.9929  0.9920  0.9922  0.9949
0.9920  0.9936  0.9927  0.9935  0.9920  0.9929  0.9929  0.9916  0.9924  0.9949
