1.0000
1.0000
0.9999
0.9999
0.9987
0.9941
0.9826
0.9807
0.9592
0.8758
0.8255
0.6709
0.5351
0.3810
0.2339
0.1890
0.1109
0.0907
0.0907
0.0907
