1.0000  1.0000  1.0000  0.9998  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
0.9575  0.9660  0.9678  0.9682  0.9669  0.9693  0.9622  0.9705  0.9673  0.9695
0.9331  0.9347  0.9400  0.9384  0.9389  0.9418  0.9300  0.9378  0.9387  0.9469
0.8156  0.8305  0.8369  0.8336  0.8240  0.8315  0.8249  0.8316  0.8356  0.8476
0.8455  0.8529  0.8485  0.8455  0.8338  0.8469  0.8576  0.8440  0.8529  0.8725
0.5091  0.5073  0.5053  0.4909  0.4929  0.5135  0.4840  0.5016  0.5055  0.5191
0.4645  0.4680  0.4695  0.4584  0.4633  0.4715  0.4618  0.4620  0.4653  0.4751
0.2200  0.2153  0.2138  0.2133  0.2165  0.2196  0.2140  0.2262  0.2222  0.2151
0.2085  0.2075  0.2135  0.1971  0.2000  0.2093  0.1947  0.2044  0.1998  0.2024
0.2240  0.2313  0.2296  0.2271  0.2185  0.2240  0.2158  0.2182  0.2187  0.2309
0.1440  0.1575  0.1524  0.1531  0.1540  0.1524  0.1469  0.1502  0.1544  0.1513
0.1075  0.1067  0.1045  0.1018  0.0958  0.1067  0.0956  0.1029  0.1051  0.1044
0.1104  0.1145  0.1120  0.1022  0.1075  0.1142  0.1033  0.1015  0.1009  0.1102
0.0976  0.1027  0.1047  0.0949  0.1051  0.1007  0.0973  0.0962  0.0964  0.0960
0.1051  0.0998  0.0956  0.0947  0.0976  0.0960  0.1038  0.0975  0.1013  0.0984
0.0976  0.1027  0.1047  0.0949  0.1051  0.1007  0.0973  0.0962  0.0964  0.0960
0.1024  0.0956  0.0965  0.1007  0.0980  0.1007  0.0996  0.0980  0.0978  0.0955
0.1038  0.1038  0.0998  0.1024  0.1027  0.1004  0.1051  0.1049  0.1044  0.1118
0.0949  0.0976  0.0996  0.0936  0.0985  0.0991  0.0938  0.1025  0.1015  0.0985
0.1024  0.0956  0.0965  0.1007  0.0980  0.1007  0.0996  0.0980  0.0978  0.0955
