1.0000  1.0000  1.0000  0.9998  1.0000  0.9998  1.0000  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9998  1.0000  0.9998  1.0000  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9998  1.0000  0.9998  1.0000  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9998  1.0000  0.9996  1.0000  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9998  1.0000  0.9996  1.0000  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9998  1.0000  0.9996  0.9998  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9998  1.0000  0.9996  0.9998  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9998  1.0000  0.9996  0.9998  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9998  1.0000  0.9996  0.9998  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9998  1.0000  0.9996  0.9998  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9998  1.0000  0.9996  0.9998  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9998  1.0000  0.9996  0.9998  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9996  1.0000  0.9996  0.9998  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9998  1.0000  0.9996  0.9998  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  0.9998  1.0000  0.9996  0.9998  1.0000  1.0000  0.9998
1.0000  0.9998  1.0000  0.9998  1.0000  0.9996  0.9998  1.0000  0.9996  0.9996
1.0000  0.9998  1.0000  0.9998  1.0000  0.9996  0.9998  1.0000  0.9996  0.9996
1.0000  1.0000  1.0000  0.9996  1.0000  0.9996  0.9998  1.0000  0.9996  0.9996
1.0000  0.9998  1.0000  0.9998  1.0000  0.9996  0.9998  1.0000  1.0000  0.9996
1.0000  0.9998  1.0000  0.9996  1.0000  0.9996  0.9998  1.0000  0.9996  0.9996
