1.0000  1.0000  1.0000  0.9998  1.0000  0.9998  1.0000  1.0000  1.0000  1.0000
1.0000  0.9998  0.9996  0.9998  1.0000  0.9996  0.9998  0.9998  1.0000  1.0000
0.9995  0.9989  0.9991  0.9993  0.9996  0.9989  0.9989  0.9995  0.9995  0.9993
0.9985  0.9985  0.9987  0.9978  0.9989  0.9978  0.9985  0.9993  0.9984  0.9993
0.9973  0.9973  0.9975  0.9982  0.9971  0.9973  0.9973  0.9969  0.9980  0.9984
0.9958  0.9949  0.9969  0.9964  0.9967  0.9949  0.9971  0.9973  0.9951  0.9969
0.9958  0.9956  0.9953  0.9960  0.9942  0.9935  0.9944  0.9938  0.9951  0.9951
0.9907  0.9955  0.9913  0.9938  0.9918  0.9925  0.9929  0.9920  0.9947  0.9942
0.9907  0.9913  0.9898  0.9904  0.9885  0.9895  0.9891  0.9884  0.9891  0.9925
0.9831  0.9880  0.9887  0.9891  0.9862  0.9875  0.9876  0.9858  0.9873  0.9905
0.1038  0.9785  0.9849  0.9847  0.9829  0.9831  0.9842  0.9825  0.9816  0.9858
0.1038  0.9865  0.9809  0.9816  0.9793  0.9776  0.9800  0.9773  0.9813  0.9822
0.9815  0.0922  0.0885  0.0958  0.0907  0.0889  0.0904  0.0893  0.0931  0.0915
0.1038  0.0922  0.0885  0.0958  0.0955  0.1060  0.0904  0.0893  0.0931  0.0915
0.1007  0.0933  0.0945  0.1027  0.1004  0.1004  0.1025  0.1016  0.0989  0.0995
0.1051  0.0998  0.0956  0.0947  0.0976  0.0960  0.1038  0.0975  0.1013  0.0984
0.1007  0.0933  0.0945  0.1027  0.1004  0.1004  0.1025  0.1016  0.0989  0.0995
0.1024  0.0956  0.0965  0.1007  0.0980  0.1007  0.0996  0.0980  0.0978  0.0955
0.1024  0.0956  0.0965  0.1007  0.0980  0.1007  0.0996  0.0980  0.0978  0.0955
0.1024  0.0998  0.0956  0.0947  0.0976  0.0960  0.1038  0.0975  0.1013  0.0984
