1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
0.9998  1.0000  1.0000  1.0000  1.0000  0.9998  0.9998  0.9996  1.0000  0.9998
0.9996  0.9993  0.9996  0.9989  0.9995  0.9991  0.9993  0.9982  0.9989  0.9996
0.9962  0.9978  0.9989  0.9973  0.9976  0.9975  0.9982  0.9980  0.9980  0.9985
0.9955  0.9945  0.9944  0.9960  0.9951  0.9949  0.9945  0.9947  0.9938  0.9962
0.9949  0.9931  0.9933  0.9927  0.9927  0.9929  0.9935  0.9924  0.9902  0.9945
0.9913  0.9913  0.9918  0.9920  0.9918  0.9922  0.9931  0.9907  0.9900  0.9944
0.9891  0.9889  0.9887  0.9882  0.9876  0.9878  0.9887  0.9878  0.9876  0.9913
0.9860  0.9893  0.9880  0.9873  0.9867  0.9878  0.9875  0.9862  0.9842  0.9922
0.9853  0.9856  0.9845  0.9882  0.9833  0.9838  0.9838  0.9840  0.9825  0.9880
0.9811  0.9842  0.9822  0.9831  0.9796  0.9822  0.9804  0.9815  0.9807  0.9878
0.9798  0.9796  0.9800  0.9798  0.9776  0.9802  0.9782  0.9769  0.9767  0.9867
0.9785  0.9802  0.9791  0.9787  0.9756  0.9796  0.9787  0.9773  0.9749  0.9833
0.9765  0.9778  0.9747  0.9751  0.9711  0.9775  0.9744  0.9705  0.9724  0.9829
0.9691  0.9687  0.9687  0.9660  0.9640  0.9685  0.9676  0.9645  0.9658  0.9771
0.9671  0.9660  0.9675  0.9649  0.9618  0.9656  0.9678  0.9640  0.9649  0.9758
0.9589  0.9585  0.9611  0.9595  0.9565  0.9598  0.9605  0.9595  0.9584  0.9702
0.9451  0.9425  0.9522  0.9464  0.9395  0.9473  0.9476  0.9467  0.9473  0.9645
0.9331  0.9291  0.9376  0.9316  0.9251  0.9355  0.9305  0.9324  0.9280  0.9544
0.8922  0.8847  0.8942  0.8949  0.8773  0.8929  0.8865  0.8887  0.8824  0.9113
