1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
0.9869  0.9831  0.9844  0.9849  0.9840  0.9849  0.9856  0.9840  0.9813  0.9851
0.9695  0.9740  0.9753  0.9775  0.9753  0.9736  0.9731  0.9760  0.9724  0.9787
0.9362  0.9416  0.9436  0.9405  0.9336  0.9425  0.9393  0.9436  0.9380  0.9469
0.9571  0.9560  0.9576  0.9542  0.9556  0.9535  0.9604  0.9576  0.9584  0.9645
0.8785  0.8695  0.8778  0.8751  0.8658  0.8800  0.8745  0.8805  0.8747  0.8915
0.6355  0.6464  0.6402  0.6373  0.6271  0.6358  0.6387  0.6440  0.6393  0.6609
0.7176  0.7151  0.7195  0.7178  0.6904  0.7167  0.6998  0.7167  0.7093  0.7382
0.5493  0.5455  0.5329  0.5295  0.5191  0.5327  0.5282  0.5365  0.5324  0.5487
0.3889  0.3893  0.3825  0.3804  0.3635  0.3865  0.3802  0.3844  0.3791  0.4011
0.3015  0.3055  0.3042  0.3105  0.2976  0.3024  0.2998  0.3102  0.3089  0.3138
0.1915  0.1891  0.1927  0.1860  0.1813  0.1956  0.1767  0.1907  0.1951  0.1915
0.1727  0.1660  0.1702  0.1764  0.1627  0.1611  0.1698  0.1645  0.1576  0.1700
0.1045  0.1096  0.1104  0.1169  0.1069  0.1078  0.1033  0.1067  0.1065  0.1067
0.1049  0.1104  0.1115  0.1155  0.1089  0.1075  0.1067  0.1076  0.1124  0.1100
0.1069  0.1058  0.1045  0.1011  0.0955  0.1060  0.0951  0.1020  0.1045  0.1036
0.1069  0.1058  0.1045  0.1011  0.0955  0.1060  0.0951  0.1020  0.1045  0.1036
0.0976  0.1027  0.1047  0.0949  0.1051  0.1007  0.0973  0.0962  0.0964  0.0960
0.1069  0.1058  0.1045  0.1011  0.0955  0.1060  0.0951  0.1020  0.1045  0.1036
0.1038  0.1038  0.0998  0.1024  0.1027  0.1004  0.1051  0.1049  0.1044  0.1118
