1.0000
1.0000
1.0000
0.9998
0.9996
0.9993
0.9993
0.0965
0.0992
0.9990
0.0985
0.0992
0.1123
0.1123
0.1039
0.1123
0.0907
0.0990
0.0907
0.0990
