0.9985
0.9985
0.9985
0.9983
0.9983
0.9984
0.9984
0.9982
0.9981
0.9979
0.9976
0.9976
0.9979
0.9980
0.9954
0.9967
0.9978
0.9977
0.1039
0.0985
