0.9971	0.9965	0.9958	0.9969	0.9953	0.9962	0.9951	0.9949	0.9960	0.9973
0.9955	0.9967	0.9955	0.9962	0.9953	0.9956	0.9945	0.9949	0.9964	0.9971
0.9944	0.9962	0.9944	0.9942	0.9935	0.9942	0.9935	0.9933	0.9942	0.9956
0.9927	0.9944	0.9938	0.9951	0.9936	0.9929	0.9929	0.9924	0.9938	0.9936
0.9916	0.9936	0.9920	0.9931	0.9911	0.9936	0.9911	0.9887	0.9896	0.9924
0.9887	0.9931	0.9918	0.9929	0.9900	0.9898	0.9893	0.9882	0.9884	0.9933
0.9898	0.9900	0.9878	0.9911	0.9867	0.9905	0.9876	0.9884	0.9885	0.9925
0.9838	0.9902	0.9871	0.9884	0.9867	0.9878	0.9884	0.9864	0.9831	0.9900
0.9855	0.9811	0.9816	0.9847	0.9793	0.9829	0.9795	0.9767	0.9753	0.9845
0.9789	0.9876	0.9851	0.9860	0.9811	0.9855	0.9845	0.9838	0.9829	0.9904
0.9776	0.9849	0.9809	0.9835	0.9831	0.9813	0.9796	0.9805	0.9767	0.9838
0.9747	0.9771	0.9765	0.9769	0.9720	0.9740	0.9727	0.9700	0.9678	0.9805
0.9718	0.2811	0.9720	0.9767	0.9727	0.9767	0.9705	0.9684	0.9758	0.9762
0.0949	0.9678	0.9729	0.9705	0.9656	0.9704	0.9673	0.9680	0.9685	0.9795
0.9707	0.9680	0.9669	0.9664	0.9609	0.9684	0.9667	0.9642	0.9384	0.9749
0.9555	0.9685	0.9689	0.9635	0.9564	0.9738	0.9644	0.9653	0.9613	0.9718
0.9613	0.9669	0.9625	0.9651	0.9662	0.9700	0.9649	0.9605	0.9598	0.9731
0.1129	0.0998	0.0956	0.0947	0.0976	0.0960	0.1038	0.0975	0.1013	0.0984
0.1129	0.1135	0.1176	0.1144	0.1151	0.1105	0.1173	0.1091	0.1075	0.1056
0.0976	0.0956	0.0984	0.0996	0.0964	0.0973	0.0951	0.0989	0.0947	0.0996
